signal,setting,coverage,width,q_hat,group,n,model,model_group
g,normalized/condition,0.5574,0.1683,,pixel_mask(drop=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g,normalized/condition,0.2730,0.1695,,pixel_mask(drop=0.75),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g,normalized/condition,0.9990,0.1911,,box_mask(size=8),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g,normalized/condition,0.9266,0.2137,,box_mask(size=14),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g,normalized/family,0.9990,0.1687,,noise,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g,normalized/family,0.9951,0.1640,,blur,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g,normalized/family,0.6041,0.1645,,pixel_mask,15000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g,normalized/family,0.9628,0.2024,,box_mask,10000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized,0.8998,0.1759,1.9147,,,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.9998,0.1972,,noise(sigma=0.1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,1.0000,0.2055,,noise(sigma=0.2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.9998,0.2055,,noise(sigma=0.3),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,1.0000,0.2058,,noise(sigma=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,1.0000,0.1241,,blur(std=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.9986,0.1426,,blur(std=1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.9952,0.1502,,blur(std=1.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.9846,0.1519,,blur(std=2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.9992,0.1971,,pixel_mask(drop=0.25),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.7362,0.1975,,pixel_mask(drop=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.3178,0.1807,,pixel_mask(drop=0.75),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.9996,0.1649,,box_mask(size=8),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/condition,0.6672,0.1636,,box_mask(size=14),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/family,0.9999,0.2035,,noise,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/family,0.9946,0.1422,,blur,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/family,0.6844,0.1918,,pixel_mask,15000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
d,normalized/family,0.8334,0.1642,,box_mask,10000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized,0.9000,0.1777,1.9332,,,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9998,0.2004,,noise(sigma=0.1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9998,0.2004,,noise(sigma=0.2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9996,0.2004,,noise(sigma=0.3),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,1.0000,0.2009,,noise(sigma=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9998,0.1535,,blur(std=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9982,0.1265,,blur(std=1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9938,0.1372,,blur(std=1.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9912,0.1562,,blur(std=2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9990,0.1961,,pixel_mask(drop=0.25),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.7120,0.1939,,pixel_mask(drop=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.2416,0.1746,,pixel_mask(drop=0.75),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.9996,0.1878,,box_mask(size=8),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/condition,0.7654,0.1825,,box_mask(size=14),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/family,0.9998,0.2005,,noise,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/family,0.9958,0.1433,,blur,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/family,0.6509,0.1882,,pixel_mask,15000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
r_A,normalized/family,0.8825,0.1851,,box_mask,10000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized,0.9012,0.1759,1.9155,,,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,1.0000,0.1497,,noise(sigma=0.1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,1.0000,0.1680,,noise(sigma=0.2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,1.0000,0.1942,,noise(sigma=0.3),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,1.0000,0.2309,,noise(sigma=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.9992,0.1395,,blur(std=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.9988,0.1458,,blur(std=1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.9986,0.1656,,blur(std=1.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.9980,0.1819,,blur(std=2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.9994,0.1714,,pixel_mask(drop=0.25),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.6910,0.1757,,pixel_mask(drop=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.0858,0.1565,,pixel_mask(drop=0.75),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.9998,0.1946,,box_mask(size=8),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/condition,0.9446,0.2130,,box_mask(size=14),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/family,1.0000,0.1857,,noise,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/family,0.9987,0.1582,,blur,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/family,0.5921,0.1679,,pixel_mask,15000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
dis,normalized/family,0.9722,0.2038,,box_mask,10000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized,0.9008,0.1714,1.8665,,,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9968,0.1419,,noise(sigma=0.1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9986,0.1502,,noise(sigma=0.2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9992,0.1633,,noise(sigma=0.3),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9998,0.1938,,noise(sigma=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9960,0.1390,,blur(std=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9954,0.1525,,blur(std=1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9896,0.1750,,blur(std=1.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9942,0.1915,,blur(std=2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9424,0.1543,,pixel_mask(drop=0.25),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.5524,0.1712,,pixel_mask(drop=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.2974,0.1741,,pixel_mask(drop=0.75),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9994,0.1982,,box_mask(size=8),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/condition,0.9498,0.2233,,box_mask(size=14),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/family,0.9986,0.1623,,noise,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/family,0.9938,0.1645,,blur,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/family,0.5974,0.1665,,pixel_mask,15000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
g2,normalized/family,0.9746,0.2108,,box_mask,10000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized,0.9010,0.1809,1.9634,,,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9992,0.1837,,noise(sigma=0.1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9990,0.1818,,noise(sigma=0.2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9982,0.1781,,noise(sigma=0.3),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9974,0.1686,,noise(sigma=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9988,0.1842,,blur(std=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9990,0.1820,,blur(std=1),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9986,0.1795,,blur(std=1.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9950,0.1796,,blur(std=2),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9902,0.1819,,pixel_mask(drop=0.25),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.6384,0.1824,,pixel_mask(drop=0.5),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.3730,0.1810,,pixel_mask(drop=0.75),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.9980,0.1841,,box_mask(size=8),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/condition,0.7284,0.1846,,box_mask(size=14),5000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/family,0.9984,0.1781,,noise,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/family,0.9979,0.1813,,blur,20000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/family,0.6672,0.1818,,pixel_mask,15000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
q,normalized/family,0.8632,0.1844,,box_mask,10000.0000,dae_lam0.1w5_seed2,dae_lam0.1w5
-,marginal,0.9014,0.1829,0.1829,,,dae_lam0.1w5_seed2,dae_lam0.1w5
-,severity,0.8985,0.1376,1.4931,,,dae_lam0.1w5_seed2,dae_lam0.1w5
g,normalized,0.9014,0.1767,1.9320,,,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.9986,0.1408,,noise(sigma=0.1),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,1.0000,0.1611,,noise(sigma=0.2),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,1.0000,0.1860,,noise(sigma=0.3),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,1.0000,0.2218,,noise(sigma=0.5),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.9970,0.1331,,blur(std=0.5),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.9970,0.1617,,blur(std=1),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.9986,0.1893,,blur(std=1.5),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.9990,0.2053,,blur(std=2),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.9932,0.1629,,pixel_mask(drop=0.25),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.5836,0.1720,,pixel_mask(drop=0.5),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.2256,0.1685,,pixel_mask(drop=0.75),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.9998,0.1896,,box_mask(size=8),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/condition,0.9254,0.2056,,box_mask(size=14),5000.0000,dae_lam0_seed0,dae_lam0
g,normalized/family,0.9997,0.1774,,noise,20000.0000,dae_lam0_seed0,dae_lam0
g,normalized/family,0.9979,0.1723,,blur,20000.0000,dae_lam0_seed0,dae_lam0
g,normalized/family,0.6008,0.1678,,pixel_mask,15000.0000,dae_lam0_seed0,dae_lam0
g,normalized/family,0.9626,0.1976,,box_mask,10000.0000,dae_lam0_seed0,dae_lam0
d,normalized,0.9003,0.1778,1.9472,,,dae_lam0_seed0,dae_lam0
d,normalized/condition,1.0000,0.1972,,noise(sigma=0.1),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.9998,0.2057,,noise(sigma=0.2),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.9998,0.2057,,noise(sigma=0.3),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,1.0000,0.2061,,noise(sigma=0.5),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,1.0000,0.1292,,blur(std=0.5),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.9990,0.1516,,blur(std=1),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.9954,0.1561,,blur(std=1.5),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.9866,0.1549,,blur(std=2),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.9994,0.1982,,pixel_mask(drop=0.25),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.7214,0.1985,,pixel_mask(drop=0.5),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.3256,0.1822,,pixel_mask(drop=0.75),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.9996,0.1653,,box_mask(size=8),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/condition,0.6778,0.1602,,box_mask(size=14),5000.0000,dae_lam0_seed0,dae_lam0
d,normalized/family,0.9999,0.2037,,noise,20000.0000,dae_lam0_seed0,dae_lam0
d,normalized/family,0.9952,0.1480,,blur,20000.0000,dae_lam0_seed0,dae_lam0
d,normalized/family,0.6821,0.1930,,pixel_mask,15000.0000,dae_lam0_seed0,dae_lam0
d,normalized/family,0.8387,0.1628,,box_mask,10000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized,0.9001,0.1775,1.9434,,,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9998,0.2004,,noise(sigma=0.1),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9998,0.2004,,noise(sigma=0.2),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9996,0.2004,,noise(sigma=0.3),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,1.0000,0.2008,,noise(sigma=0.5),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9998,0.1501,,blur(std=0.5),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9984,0.1255,,blur(std=1),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9934,0.1415,,blur(std=1.5),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9878,0.1603,,blur(std=2),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9986,0.1959,,pixel_mask(drop=0.25),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.7002,0.1942,,pixel_mask(drop=0.5),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.2562,0.1766,,pixel_mask(drop=0.75),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.9996,0.1853,,box_mask(size=8),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/condition,0.7676,0.1764,,box_mask(size=14),5000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/family,0.9998,0.2005,,noise,20000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/family,0.9949,0.1444,,blur,20000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/family,0.6517,0.1889,,pixel_mask,15000.0000,dae_lam0_seed0,dae_lam0
r_A,normalized/family,0.8836,0.1808,,box_mask,10000.0000,dae_lam0_seed0,dae_lam0
dis,normalized,0.9013,0.1759,1.9259,,,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.9998,0.1481,,noise(sigma=0.1),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,1.0000,0.1661,,noise(sigma=0.2),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,1.0000,0.1935,,noise(sigma=0.3),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,1.0000,0.2297,,noise(sigma=0.5),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.9994,0.1390,,blur(std=0.5),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.9988,0.1447,,blur(std=1),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.9970,0.1651,,blur(std=1.5),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.9944,0.1822,,blur(std=2),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.9992,0.1728,,pixel_mask(drop=0.25),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.6890,0.1778,,pixel_mask(drop=0.5),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.0712,0.1558,,pixel_mask(drop=0.75),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.9998,0.1945,,box_mask(size=8),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/condition,0.9684,0.2168,,box_mask(size=14),5000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/family,1.0000,0.1844,,noise,20000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/family,0.9974,0.1578,,blur,20000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/family,0.5865,0.1688,,pixel_mask,15000.0000,dae_lam0_seed0,dae_lam0
dis,normalized/family,0.9841,0.2056,,box_mask,10000.0000,dae_lam0_seed0,dae_lam0
g2,normalized,0.9021,0.1753,1.9174,,,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9984,0.1490,,noise(sigma=0.1),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9990,0.1570,,noise(sigma=0.2),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,1.0000,0.1695,,noise(sigma=0.3),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,1.0000,0.1995,,noise(sigma=0.5),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9978,0.1456,,blur(std=0.5),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9972,0.1576,,blur(std=1),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9962,0.1807,,blur(std=1.5),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9982,0.1974,,blur(std=2),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9686,0.1588,,pixel_mask(drop=0.25),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.5478,0.1708,,pixel_mask(drop=0.5),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.2696,0.1734,,pixel_mask(drop=0.75),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9996,0.1995,,box_mask(size=8),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/condition,0.9544,0.2196,,box_mask(size=14),5000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/family,0.9993,0.1688,,noise,20000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/family,0.9973,0.1703,,blur,20000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/family,0.5953,0.1677,,pixel_mask,15000.0000,dae_lam0_seed0,dae_lam0
g2,normalized/family,0.9770,0.2095,,box_mask,10000.0000,dae_lam0_seed0,dae_lam0
q,normalized,0.9018,0.1825,1.9932,,,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9996,0.1825,,noise(sigma=0.1),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9996,0.1825,,noise(sigma=0.2),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9994,0.1825,,noise(sigma=0.3),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9988,0.1825,,noise(sigma=0.5),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9996,0.1825,,blur(std=0.5),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9992,0.1825,,blur(std=1),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9984,0.1825,,blur(std=1.5),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9946,0.1825,,blur(std=2),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9934,0.1825,,pixel_mask(drop=0.25),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.6258,0.1825,,pixel_mask(drop=0.5),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.3598,0.1832,,pixel_mask(drop=0.75),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.9984,0.1825,,box_mask(size=8),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/condition,0.7562,0.1825,,box_mask(size=14),5000.0000,dae_lam0_seed0,dae_lam0
q,normalized/family,0.9993,0.1825,,noise,20000.0000,dae_lam0_seed0,dae_lam0
q,normalized/family,0.9980,0.1825,,blur,20000.0000,dae_lam0_seed0,dae_lam0
q,normalized/family,0.6597,0.1827,,pixel_mask,15000.0000,dae_lam0_seed0,dae_lam0
q,normalized/family,0.8773,0.1825,,box_mask,10000.0000,dae_lam0_seed0,dae_lam0
-,marginal,0.9018,0.1825,0.1825,,,dae_lam0_seed0,dae_lam0
-,severity,0.8983,0.1368,1.4945,,,dae_lam0_seed0,dae_lam0
g,normalized,0.9017,0.1730,1.8796,,,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9984,0.1312,,noise(sigma=0.1),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9998,0.1512,,noise(sigma=0.2),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,1.0000,0.1814,,noise(sigma=0.3),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,1.0000,0.2284,,noise(sigma=0.5),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9960,0.1232,,blur(std=0.5),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9950,0.1484,,blur(std=1),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9954,0.1840,,blur(std=1.5),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9992,0.2025,,blur(std=2),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9808,0.1566,,pixel_mask(drop=0.25),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.5838,0.1739,,pixel_mask(drop=0.5),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.2640,0.1777,,pixel_mask(drop=0.75),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9998,0.1867,,box_mask(size=8),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/condition,0.9098,0.2035,,box_mask(size=14),5000.0000,dae_lam0_seed1,dae_lam0
g,normalized/family,0.9996,0.1730,,noise,20000.0000,dae_lam0_seed1,dae_lam0
g,normalized/family,0.9964,0.1645,,blur,20000.0000,dae_lam0_seed1,dae_lam0
g,normalized/family,0.6095,0.1694,,pixel_mask,15000.0000,dae_lam0_seed1,dae_lam0
g,normalized/family,0.9548,0.1951,,box_mask,10000.0000,dae_lam0_seed1,dae_lam0
d,normalized,0.9007,0.1776,1.9326,,,dae_lam0_seed1,dae_lam0
d,normalized/condition,1.0000,0.1972,,noise(sigma=0.1),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,1.0000,0.2060,,noise(sigma=0.2),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.9996,0.2060,,noise(sigma=0.3),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,1.0000,0.2065,,noise(sigma=0.5),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,1.0000,0.1269,,blur(std=0.5),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.9990,0.1502,,blur(std=1),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.9962,0.1561,,blur(std=1.5),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.9876,0.1555,,blur(std=2),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.9990,0.1980,,pixel_mask(drop=0.25),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.7308,0.1985,,pixel_mask(drop=0.5),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.3282,0.1821,,pixel_mask(drop=0.75),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.9996,0.1651,,box_mask(size=8),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/condition,0.6696,0.1609,,box_mask(size=14),5000.0000,dae_lam0_seed1,dae_lam0
d,normalized/family,0.9999,0.2039,,noise,20000.0000,dae_lam0_seed1,dae_lam0
d,normalized/family,0.9957,0.1472,,blur,20000.0000,dae_lam0_seed1,dae_lam0
d,normalized/family,0.6860,0.1929,,pixel_mask,15000.0000,dae_lam0_seed1,dae_lam0
d,normalized/family,0.8346,0.1630,,box_mask,10000.0000,dae_lam0_seed1,dae_lam0
r_A,normalized,0.9005,0.1786,1.9422,,,dae_lam0_seed1,dae_lam0
r_A,normalized/condition,0.9998,0.2009,,noise(sigma=0.1),5000.0000,dae_lam0_seed1,dae_lam0
r_A,normalized/condition,0.9998,0.2009,,noise(sigma=0.2),5000.0000,dae_lam0_seed1,dae_lam0
r_A,normalized/condition,0.9996,0.2009,,noise(sigma=0.3),5000.0000,dae_lam0_seed1,dae_lam0
